,0
1588,63.0
1589,27.0
1590,118.0
1591,58.0
1592,62.0
1593,107.0
1594,106.0
1595,129.0
1596,74.0
1597,11.0
1598,127.0
1599,200.0
1600,114.0
1601,73.0
1602,169.0
1603,123.0
1604,176.0
1605,200.0
1606,87.0
1607,49.0
1608,98.0
1609,67.0
1610,194.0
1611,65.0
1612,111.0
1613,32.0
1614,29.0
1615,200.0
1616,200.0
1617,200.0
1618,124.0
1619,115.0
1620,73.0
1621,18.0
1622,200.0
1623,117.0
1624,34.0
1625,62.0
1626,119.0
1627,183.0
1628,107.0
1629,148.0
1630,150.0
1631,119.0
1632,120.0
1633,131.0
1634,87.0
1635,52.0
1636,200.0
1637,200.0
1638,195.0
1639,61.0
1640,200.0
1641,115.0
1642,163.0
1643,106.0
1644,147.0
1645,120.0
1646,139.0
1647,59.0
1648,124.0
1649,114.0
1650,98.0
1651,17.0
1652,44.0
1653,28.0
1654,85.0
1655,200.0
1656,36.0
1657,27.0
1658,66.0
1659,128.0
1660,66.0
1661,200.0
1662,63.0
1663,19.0
1664,80.0
1665,35.0
1666,18.0
1667,20.0
1668,20.0
1669,145.0
1670,17.0
1671,112.0
1672,87.0
1673,32.0
1674,29.0
1675,200.0
1676,122.0
1677,13.0
1678,15.0
1679,33.0
1680,176.0
1681,123.0
1682,15.0
1683,42.0
1684,120.0
1685,152.0
1686,131.0
1687,11.0
1688,115.0
1689,95.0
1690,91.0
1691,122.0
1692,104.0
1693,100.0
1694,62.0
1695,112.0
1696,102.0
1697,93.0
1698,133.0
1699,45.0
1700,22.0
1701,36.0
1702,200.0
1703,92.0
1704,35.0
1705,11.0
1706,93.0
1707,112.0
1708,143.0
1709,12.0
1710,117.0
1711,142.0
1712,94.0
1713,34.0
1714,139.0
1715,116.0
1716,167.0
1717,129.0
1718,133.0
1719,143.0
1720,136.0
1721,200.0
1722,62.0
1723,69.0
1724,176.0
1725,91.0
1726,140.0
1727,158.0
1728,96.0
1729,105.0
1730,141.0
1731,45.0
1732,48.0
1733,113.0
1734,120.0
1735,151.0
1736,87.0
1737,200.0
1738,55.0
1739,21.0
1740,31.0
1741,75.0
1742,121.0
1743,97.0
1744,66.0
1745,99.0
1746,33.0
1747,117.0
1748,88.0
1749,200.0
1750,102.0
1751,52.0
1752,163.0
1753,65.0
1754,66.0
1755,54.0
1756,22.0
1757,142.0
1758,87.0
1759,58.0
1760,19.0
1761,44.0
1762,114.0
1763,46.0
1764,130.0
1765,171.0
1766,34.0
1767,153.0
1768,187.0
1769,89.0
1770,128.0
1771,200.0
1772,189.0
1773,196.0
1774,59.0
1775,54.0
1776,145.0
1777,200.0
1778,125.0
1779,37.0
1780,62.0
1781,59.0
1782,120.0
1783,120.0
1784,99.0
1785,95.0
1786,59.0
1787,22.0
1788,65.0
1789,200.0
1790,60.0
1791,93.0
1792,57.0
1793,11.0
1794,33.0
1795,95.0
1796,119.0
1797,32.0
1798,127.0
1799,200.0
1800,105.0
1801,63.0
1802,55.0
1803,14.0
1804,36.0
1805,47.0
1806,31.0
1807,102.0
1808,13.0
1809,89.0
1810,120.0
1811,43.0
1812,12.0
1813,22.0
1814,25.0
1815,16.0
1816,130.0
1817,200.0
1818,46.0
1819,72.0
1820,21.0
1821,161.0
1822,97.0
1823,124.0
1824,97.0
1825,183.0
1826,66.0
1827,15.0
1828,25.0
1829,43.0
1830,200.0
1831,12.0
1832,23.0
1833,55.0
1834,14.0
1835,106.0
1836,29.0
1837,14.0
1838,17.0
1839,91.0
1840,98.0
1841,113.0
1842,180.0
1843,123.0
1844,25.0
1845,91.0
1846,68.0
1847,93.0
1848,54.0
1849,81.0
1850,39.0
1851,200.0
1852,94.0
1853,25.0
1854,32.0
1855,101.0
1856,79.0
1857,13.0
1858,157.0
1859,47.0
1860,148.0
1861,164.0
1862,154.0
1863,200.0
1864,120.0
1865,87.0
1866,117.0
1867,83.0
1868,67.0
1869,173.0
1870,94.0
1871,86.0
1872,122.0
1873,76.0
1874,106.0
1875,66.0
1876,200.0
1877,88.0
1878,118.0
1879,193.0
1880,178.0
1881,200.0
1882,47.0
1883,68.0
1884,120.0
1885,140.0
1886,146.0
1887,62.0
1888,64.0
1889,174.0
1890,176.0
1891,123.0
1892,84.0
1893,138.0
1894,142.0
1895,177.0
1896,195.0
1897,73.0
1898,160.0
1899,177.0
1900,133.0
1901,74.0
1902,34.0
1903,115.0
1904,58.0
1905,181.0
1906,131.0
1907,168.0
1908,156.0
1909,106.0
1910,55.0
1911,49.0
1912,134.0
1913,142.0
1914,130.0
1915,113.0
1916,26.0
1917,154.0
1918,19.0
1919,43.0
1920,14.0
1921,169.0
1922,31.0
1923,159.0
1924,25.0
1925,200.0
1926,93.0
1927,112.0
1928,51.0
1929,47.0
1930,43.0
1931,99.0
1932,119.0
1933,109.0
1934,110.0
1935,64.0
1936,39.0
1937,107.0
1938,159.0
1939,64.0
1940,81.0
1941,80.0
1942,187.0
1943,189.0
1944,139.0
1945,88.0
1946,104.0
1947,164.0
1948,140.0
1949,50.0
1950,133.0
1951,112.0
1952,68.0
1953,113.0
1954,44.0
1955,71.0
1956,200.0
1957,77.0
1958,116.0
1959,41.0
1960,39.0
1961,20.0
1962,70.0
1963,17.0
1964,17.0
1965,159.0
1966,28.0
1967,49.0
1968,173.0
1969,24.0
1970,101.0
1971,35.0
1972,46.0
1973,42.0
1974,49.0
1975,43.0
1976,200.0
1977,78.0
1978,51.0
1979,15.0
1980,34.0
1981,193.0
1982,16.0
1983,189.0
1984,14.0
1985,16.0
1986,16.0
1987,131.0
1988,95.0
1989,37.0
1990,13.0
1991,50.0
1992,124.0
1993,10.0
1994,51.0
1995,69.0
1996,112.0
1997,20.0
1998,25.0
1999,12.0
2000,35.0
2001,108.0
2002,111.0
2003,200.0
2004,138.0
2005,100.0
2006,107.0
2007,200.0
2008,44.0
2009,154.0
2010,106.0
2011,126.0
2012,41.0
2013,23.0
2014,82.0
2015,128.0
2016,177.0
2017,107.0
2018,112.0
2019,78.0
2020,103.0
2021,105.0
2022,115.0
2023,19.0
2024,29.0
2025,13.0
2026,16.0
2027,200.0
2028,94.0
2029,118.0
2030,141.0
2031,81.0
2032,200.0
2033,89.0
2034,104.0
2035,91.0
2036,110.0
2037,68.0
2038,43.0
2039,120.0
2040,139.0
2041,48.0
2042,200.0
2043,57.0
2044,77.0
2045,15.0
2046,171.0
2047,22.0
2048,160.0
2049,109.0
2050,127.0
2051,119.0
2052,200.0
2053,52.0
2054,177.0
2055,36.0
2056,41.0
2057,178.0
2058,103.0
2059,62.0
2060,95.0
2061,43.0
2062,28.0
2063,41.0
2064,44.0
2065,61.0
2066,110.0
2067,29.0
2068,53.0
2069,54.0
